tf,split,hour,dow,net
15m,holdout,4,5,-5.361313996963668
15m,holdout,13,5,-0.5494418070906442
15m,holdout,1,6,27.457750208648026
15m,holdout,3,6,6.742915537063217
15m,holdout,11,6,-1.0689113186349575
15m,holdout,6,1,29.892689683234046
15m,holdout,7,1,-9.965216551812667
15m,holdout,14,1,-14.273793039861644
15m,holdout,14,2,0.4317689175578534
15m,holdout,22,2,-0.9335927034365081
15m,holdout,7,3,-8.258227795148194
15m,holdout,9,3,4.241546277492737
15m,holdout,15,3,-21.33014309998801
15m,holdout,14,4,-19.97503295772618
15m,holdout,3,4,28.118990675707483
15m,holdout,14,4,26.60244474886231
15m,holdout,21,5,26.605454430125953
15m,holdout,7,5,25.889611447708326
15m,holdout,14,5,-5.239855923340405
15m,holdout,4,6,-4.2048925579011724
15m,holdout,9,6,2.178972411669986
15m,holdout,12,6,-4.01116178052461
15m,holdout,14,6,-109.3583703573468
15m,holdout,15,6,-25.75122223466964
15m,holdout,4,0,8.334677634678478
15m,holdout,4,1,-13.610547750436904
15m,holdout,22,1,-4.4975552877811715
15m,holdout,1,2,-10.885011202518422
15m,holdout,16,2,-4.497179082886851
15m,holdout,21,2,28.780438439551688
15m,holdout,10,4,-17.5975666270827
15m,holdout,23,5,-6.061300753717385
15m,holdout,4,6,-1.8949269823046266
15m,holdout,13,0,-4.323340554937149
15m,holdout,14,0,1.1104149503815877
15m,holdout,1,1,-2.563999874503652
15m,holdout,23,1,-5.756695426924148
15m,holdout,13,2,-4.179006879691951
15m,holdout,20,2,-30.9826358227452
15m,holdout,7,3,-5.158786861339252
15m,holdout,8,3,1.9249084715104465
15m,holdout,3,4,-6.355583448375679
15m,holdout,22,4,27.402082689688402
15m,holdout,8,5,-10.142383267237108
15m,holdout,15,5,27.170361594766202
15m,holdout,16,6,28.260378298001786
15m,holdout,20,6,7.218605391179625
15m,holdout,1,0,-5.152435148227415
15m,holdout,17,0,-3.7396793425194366
15m,holdout,3,1,-3.6570804677885915
15m,holdout,13,1,-6.972156887018926
15m,holdout,14,2,-6.4651087264764024
15m,holdout,5,3,27.01303906712492
15m,holdout,14,3,-0.604552323718412
15m,holdout,19,3,-13.396547739438258
15m,holdout,6,0,-0.6163643917038135
15m,holdout,0,6,26.511114610184357
15m,holdout,22,6,3.270537495403903
15m,holdout,4,0,-5.504657078576073
15m,holdout,12,0,3.422995836823136
15m,holdout,20,0,-4.255208243598093
15m,holdout,11,1,20.87569206559811
15m,holdout,14,1,-19.85211487752647
15m,holdout,15,1,-4.177216090513543
15m,holdout,8,2,-18.934427429886174
15m,holdout,14,2,0.25241570969831084
15m,holdout,15,2,23.41956335670404
15m,holdout,19,2,-5.121455289333733
15m,holdout,5,3,1.6217137555555148
15m,holdout,19,4,-6.496873799600419
15m,holdout,5,4,-4.034142090582217
15m,holdout,13,4,19.89159231038766
15m,holdout,21,4,-3.524644916755982
15m,holdout,3,5,-2.099035470680783
15m,holdout,4,5,0.7339451828330918
15m,holdout,16,5,-4.921097372321869
15m,holdout,23,5,24.52740980839284
15m,holdout,0,6,-4.866087203375336
15m,holdout,7,6,-3.481066850719639
15m,holdout,1,0,26.712379215529143
15m,holdout,10,0,26.23288400405017
15m,holdout,15,0,-10.263980359638134
15m,holdout,11,1,-2.4396598910052454
15m,holdout,13,1,-8.140815649448786
15m,holdout,5,2,-1.034802290056908
15m,holdout,14,3,-13.407236010036415
15m,holdout,5,3,-22.09418102956147
15m,holdout,8,3,21.414539811552
15m,holdout,20,3,5.008866885854323
15m,holdout,13,4,-7.186300076968369
15m,holdout,3,5,24.341827280873613
15m,holdout,9,5,23.984765257543298
15m,holdout,8,6,-12.477340874527954
15m,holdout,0,6,0.2215965198676363
15m,holdout,8,6,-18.928930055833177
15m,holdout,22,6,4.373875515953206
15m,holdout,7,0,-2.7697692148952346
15m,holdout,10,0,1.471642788841197
15m,holdout,3,1,14.65769946485228
15m,holdout,0,1,-2.8599817052127925
15m,holdout,2,1,10.60052400547776
15m,holdout,1,1,3.2897579452242516
15m,holdout,1,2,4.965393734907093
15m,holdout,13,2,20.4841034774914
15m,holdout,1,3,-4.6716201782183955
15m,holdout,12,3,0.5238628286403177
15m,holdout,13,3,22.044534613907363
15m,holdout,14,3,-5.708656483107497
15m,holdout,2,4,-18.970475987434096
15m,holdout,0,5,2.474883536002322
15m,holdout,7,5,20.72105568729644
15m,holdout,14,5,0.07971803197754035
15m,holdout,19,5,-2.0909205000993385
15m,holdout,17,6,-4.238246364055318
15m,holdout,18,0,-8.440133912287019
15m,holdout,1,1,-10.079362559077358
15m,holdout,3,1,-3.4512455348269735
15m,holdout,5,1,22.012333592409767
15m,holdout,8,1,-18.507950085702753
15m,holdout,22,1,-13.947527024601369
15m,holdout,1,2,22.19264771533814
15m,holdout,11,2,-1.9668321435598548
15m,holdout,1,3,-10.5918239811093
15m,holdout,6,3,2.2012679136654363
15m,holdout,10,3,21.716972624004313
15m,holdout,19,3,-2.9624315506459826
15m,holdout,23,3,-5.302233859717052
15m,holdout,6,5,-1.2052859997014123
15m,holdout,22,4,21.37529066727969
15m,holdout,17,5,-12.864639556903184
15m,holdout,5,6,21.303929995672625
15m,holdout,8,6,-5.078371654592199
15m,holdout,2,2,-3.104431468039551
15m,holdout,8,0,1.5235247865924497
15m,holdout,10,1,-7.131032076853016
15m,holdout,5,2,-2.3638098975061794
15m,holdout,10,2,1.3310487915007108
15m,holdout,22,2,-15.180906023542214
15m,holdout,23,2,5.746798932534408
15m,holdout,13,3,-14.709728435508362
15m,holdout,17,3,-5.005211750690657
15m,holdout,9,0,23.266637726014945
15m,holdout,15,4,-24.794088207737186
15m,holdout,23,4,22.133709743434242
15m,holdout,21,0,-6.56922041649881
15m,holdout,12,1,-2.8377205843778506
15m,holdout,13,1,7.384114253001345
15m,holdout,5,2,-0.3057800275326671
15m,holdout,9,2,11.027387284338587
15m,holdout,8,2,-9.718122934683926
15m,holdout,11,2,1.6547451924289365
15m,holdout,21,2,-9.368366603893598
15m,holdout,23,2,-5.843384189146213
15m,holdout,13,3,-3.2283849126277326
15m,holdout,15,3,5.034217094505526
15m,holdout,22,3,21.889370292682752
15m,holdout,8,4,2.661175148829983
15m,holdout,6,5,21.097579333885715
15m,holdout,2,0,-3.589124249874735
15m,holdout,22,5,-4.218695925489497
15m,holdout,2,6,21.626195682817116
15m,holdout,6,6,2.003272260089201
15m,holdout,1,0,-3.2575714413647945
15m,holdout,0,0,19.281388601519055
15m,holdout,14,0,-7.716294689152345
15m,holdout,20,0,20.164620244497883
15m,holdout,13,1,13.047123407836672
15m,holdout,14,1,-1.2551477864136882
15m,holdout,19,1,20.369039521416756
15m,holdout,9,2,-0.5196282227980084
15m,holdout,17,2,-0.3584571497808453
15m,holdout,14,3,8.552529206772983
15m,holdout,7,4,20.69753579501909
15m,holdout,20,3,19.67501162654009
15m,holdout,0,4,2.5434812238175706
15m,holdout,0,5,-3.0679220114553325
15m,holdout,4,5,20.37354897465213
15m,holdout,14,5,20.286718715798074
15m,holdout,1,6,-5.628364055119827
15m,holdout,6,1,20.059052255467776
15m,holdout,2,0,19.495557330387076
15m,holdout,20,0,20.282654962283136
15m,holdout,4,1,-3.685289388354515
15m,holdout,10,1,-0.5987287953831881
15m,holdout,14,2,9.558906091528403
15m,holdout,5,3,-5.751331547697397
15m,holdout,14,3,-3.6669516123904806
15m,holdout,13,4,16.58867140519756
15m,holdout,16,4,17.372354911031014
15m,holdout,2,5,17.444258476346917
15m,holdout,23,6,-6.342268926070943
15m,holdout,15,0,18.159151585142354
15m,holdout,1,1,17.787414666057416
15m,holdout,1,1,-2.396011121504698
15m,holdout,23,1,-2.689958055938722
15m,holdout,9,2,-1.2088037516812995
15m,holdout,12,2,-7.109721928767182
15m,holdout,20,2,1.0444529443053931
15m,holdout,11,3,4.269090381733057
15m,holdout,0,4,-2.4687573616554737
15m,holdout,4,5,-4.328854124495274
15m,holdout,5,6,-2.0159601077219964
15m,holdout,21,6,3.6118491150189342
15m,holdout,7,6,-4.305738341352014
15m,holdout,21,6,4.097158330127
15m,holdout,22,1,-3.7241468463752563
15m,holdout,13,2,-4.460867555834895
15m,holdout,20,2,-3.327972231372788
15m,holdout,15,1,-1.0291970006556486
15m,holdout,17,3,-7.7164303674011006
15m,holdout,0,4,11.269181459894986
15m,holdout,12,4,-0.29176617521933923
15m,holdout,18,5,0.027628334584345993
15m,holdout,3,6,0.8197662610997279
15m,holdout,4,6,-0.7001975934621023
15m,holdout,5,6,1.3794311376157382
15m,holdout,22,0,17.66474965862805
15m,holdout,3,1,-4.3361365695601926
15m,holdout,4,1,-9.018162296446286
15m,holdout,6,1,-5.163819209118863
15m,holdout,10,1,3.7015252621474994
15m,holdout,15,1,-18.103393200666247
15m,holdout,19,1,-4.701884066489842
15m,holdout,1,2,-9.970643519050107
15m,holdout,9,2,-8.03185517662918
15m,holdout,3,3,-2.3867941282687397
15m,holdout,17,2,-2.905215353062108
15m,holdout,15,5,17.688691613034738
15m,holdout,15,4,-16.572601259958915
15m,holdout,16,4,17.709265188364917
15m,holdout,23,4,17.5845775474249
15m,holdout,23,6,-52.309304031142716
15m,holdout,6,5,-1.1323021658874015
15m,holdout,13,5,-2.726153535043198
15m,holdout,23,6,-15.440215445583604
15m,holdout,12,6,-1.8108121754658861
15m,holdout,13,6,-4.463614266662599
15m,holdout,15,6,-3.5163407819548875
15m,holdout,0,0,-2.0685775754413056
15m,holdout,12,0,-2.8292204522628888
15m,holdout,20,1,-0.1735240525561791
15m,holdout,13,2,16.41422143774698
15m,holdout,10,4,-2.9666279270266647
15m,holdout,18,4,15.251498160514313
15m,holdout,15,5,15.729988753681642
15m,holdout,11,5,15.591429977928593
15m,holdout,3,6,-5.210251924709619
15m,holdout,1,1,-2.8099668412547234
15m,holdout,3,1,-5.709529661746522
15m,holdout,9,1,-3.920684299101292
15m,holdout,11,1,15.372017667260296
15m,holdout,15,1,-6.1645617880920955
15m,holdout,21,1,-4.264964397341
15m,holdout,15,2,2.7502148627736887
15m,holdout,12,2,-4.272702605724506
15m,holdout,22,2,16.073172518690384
15m,holdout,8,3,6.744705662438063
15m,holdout,22,3,0.5972311121041822
15m,holdout,16,4,3.798299915398178
15m,holdout,20,4,-2.1441500857356925
15m,holdout,1,5,15.921031242770768
15m,holdout,4,5,-2.5621011276076873
15m,holdout,13,6,-4.086537239302101
15m,holdout,16,6,5.666875478108484
15m,holdout,22,6,-27.213789310700466
15m,holdout,10,0,4.06291509313511
15m,holdout,10,1,-8.497784985766144
15m,holdout,16,2,-4.503877400500735
15m,holdout,8,3,-2.5538921623819633
15m,holdout,11,3,-4.061362059302809
15m,holdout,17,4,9.696398140534413
15m,holdout,19,3,-0.7066980557142163
15m,holdout,2,4,-2.461730492399704
15m,holdout,20,4,3.881388532721975
15m,holdout,21,4,-3.7138873833145727
15m,holdout,16,5,9.605376173043181
15m,holdout,0,6,-3.1100613595083844
15m,holdout,2,6,9.696614407490449
15m,holdout,4,6,2.794813216997359
15m,holdout,8,6,-9.806463297432558
15m,holdout,23,6,16.39353401790087
15m,holdout,4,0,16.283786558106144
15m,holdout,14,0,15.5433824385654
15m,holdout,12,1,2.043066955740499
15m,holdout,3,2,-12.586673949937069
15m,holdout,1,2,-0.04425272322946905
15m,holdout,15,4,-8.021986304302933
15m,holdout,5,2,-11.876342186398327
15m,holdout,20,3,0.45416948828695447
15m,holdout,19,6,10.235425428052265
15m,holdout,2,6,-2.1465259112931454
15m,holdout,7,5,-9.872767173249903
15m,holdout,20,5,-4.48150433643919
15m,holdout,22,5,14.436643861833526
15m,holdout,22,5,-2.5314728991286826
15m,holdout,2,6,-1.8910921067855138
15m,holdout,6,6,-0.6366981952356513
15m,holdout,14,6,2.9371398989416457
15m,holdout,4,0,0.6717096576496782
15m,holdout,8,0,-1.4636933610994722
15m,holdout,1,1,13.487609118175822
15m,holdout,7,1,0.05592776233888819
15m,holdout,13,1,-2.144557768131194
15m,holdout,11,1,2.114138016442678
15m,holdout,14,1,12.087752862573709
15m,holdout,7,3,13.401650376158779
15m,holdout,8,4,-3.3778417390259268
15m,holdout,12,4,0.3282818639834655
15m,holdout,0,5,-2.1667488387228175
15m,holdout,1,5,-0.3446749884747873
15m,holdout,13,5,-4.396292942567039
15m,holdout,6,6,3.3209430637991275
15m,holdout,9,6,-1.2475181454161939
15m,holdout,16,6,13.538941478393259
15m,holdout,23,6,13.422592065217437
15m,holdout,16,0,-12.490400614883121
15m,holdout,19,0,6.028708891239172
15m,holdout,10,1,-1.0695957601297446
15m,holdout,18,1,3.637633923865599
15m,holdout,10,2,-2.242060812972743
15m,holdout,21,3,-2.301727652317098
15m,holdout,2,6,13.55257282199524
15m,holdout,14,4,-3.5415488944691784
15m,holdout,4,5,-1.9354348911017065
15m,holdout,0,5,13.539114857548807
15m,holdout,14,0,12.619228732551548
15m,holdout,20,0,3.6739225111844505
15m,holdout,0,1,1.8667657861953995
15m,holdout,5,1,-5.289122985696908
15m,holdout,23,1,14.819109796282149
15m,holdout,10,2,12.330327530288521
15m,holdout,14,2,-7.919196159722912
15m,holdout,3,3,-3.460725357591966
15m,holdout,13,4,-19.314728134307867
15m,holdout,1,4,15.836140491496229
15m,holdout,0,4,-2.2916991234546065
15m,holdout,4,4,-3.9854480514698705
15m,holdout,14,3,12.809401899897429
15m,holdout,11,4,-3.5234351092190552
15m,holdout,12,4,-0.05661288495975969
15m,holdout,9,5,0.12789764395285708
15m,holdout,17,6,-1.5406389680749522
15m,holdout,22,6,-1.0131103564042536
15m,holdout,14,0,-4.071050855967237
15m,holdout,11,1,-0.543888518457311
15m,holdout,18,2,15.448623413043443
15m,holdout,11,3,9.774699659070034
15m,holdout,13,3,-4.713954472767556
15m,holdout,13,3,-8.81062131220906
15m,holdout,19,3,14.531988134194266
15m,holdout,22,3,1.4174827157425454
15m,holdout,23,6,7.900068494749239
15m,holdout,17,4,-9.846639502666655
15m,holdout,2,5,-3.3348795085102645
15m,holdout,0,6,14.284008401118236
15m,holdout,21,5,-1.6045304610294457
15m,holdout,22,5,-4.404563207059754
15m,holdout,14,6,-1.2616317016878993
15m,holdout,10,0,-2.104146100507858
15m,holdout,15,0,17.29759540595359
15m,holdout,19,0,-1.7538439594153137
15m,holdout,0,1,17.96463988428033
15m,holdout,7,1,-10.55400680753132
15m,holdout,21,1,17.61366970180739
15m,holdout,7,2,-4.0778061320042305
15m,holdout,10,2,-2.2478817912517615
15m,holdout,18,2,-1.3078103223137703
15m,holdout,12,3,-15.466912882576267
15m,holdout,10,4,8.303700743108749
15m,holdout,14,4,1.0494123376723676
15m,holdout,13,5,-3.32165057582883
15m,holdout,23,5,-46.02459377189722
15m,holdout,21,5,16.40132375829099
15m,holdout,8,6,3.5331830958207178
15m,holdout,2,0,3.2416535561945397
15m,holdout,22,0,-2.799128192780472
15m,holdout,1,1,1.9449549092611758
15m,holdout,6,1,-10.387131620024693
15m,holdout,23,1,-5.22979522556955
15m,holdout,0,2,-3.019581847803282
15m,holdout,4,2,-7.49445547088446
15m,holdout,9,2,-3.133900342092074
15m,holdout,20,2,10.134423924198648
15m,holdout,10,3,-4.939336291623408
15m,holdout,7,4,14.993642506424518
15m,holdout,17,4,14.8663793184947
15m,holdout,12,5,11.123040478111493
15m,holdout,12,5,-17.631466715066274
15m,holdout,4,0,-4.813742013717435
15m,holdout,0,3,6.264967573206016
15m,holdout,5,3,4.269093427601825
15m,holdout,13,3,5.326994336636455
15m,holdout,7,4,12.658487511160965
15m,holdout,1,4,-3.6915236840207832
15m,holdout,2,4,1.8660761223258522
15m,holdout,12,4,14.20487233896797
15m,holdout,20,4,-3.63960325922875
15m,holdout,15,5,-1.818215162591827
15m,holdout,5,6,-11.078336712656382
15m,holdout,3,6,-0.5014592808550336
15m,holdout,4,6,-1.6753372949546375
15m,holdout,11,6,-4.268984802196584
15m,holdout,14,0,-6.229050117170236
15m,holdout,8,1,-1.6581590001040731
15m,holdout,11,1,-3.3634780477366015
15m,holdout,14,1,14.39605215248779
15m,holdout,6,2,-5.012623191728848
15m,holdout,12,2,-3.0506798133749617
15m,holdout,11,2,0.8093613894769933
15m,holdout,11,4,-2.1944035761523946
15m,holdout,2,4,-4.255043887910087
15m,holdout,12,4,-0.8447217997965155
15m,holdout,21,4,-0.9098714773346628
15m,holdout,13,6,-4.200292790043312
15m,holdout,18,6,-3.35170086037395
15m,holdout,23,6,9.432437775878949
15m,holdout,16,0,-2.8382510438192625
15m,holdout,19,0,-5.177697540431792
15m,holdout,20,0,-2.0810323108357767
15m,holdout,18,1,-4.864573848210782
15m,holdout,23,1,-7.746729919712574
15m,holdout,14,2,-7.025360504330672
15m,holdout,16,2,-4.702680952085647
15m,holdout,18,2,-5.299128090305637
15m,holdout,3,3,15.529179592394328
15m,holdout,15,3,-1.3895934717811418
15m,holdout,2,4,-3.883033581019789
15m,holdout,12,4,-4.388174941249402
15m,holdout,2,2,-3.192830392512017
15m,holdout,12,6,-3.2938092358376254
15m,holdout,17,6,-8.374211805023876
15m,holdout,21,6,-3.512696540489925
15m,holdout,13,1,3.719197368032186
15m,holdout,12,0,-3.9037287433918935
15m,holdout,13,0,10.392772063033958
15m,holdout,14,0,-9.113473711322813
15m,holdout,17,0,-11.350734612031085
15m,holdout,23,0,2.0457352461992246
15m,holdout,20,1,1.0742552505571332
15m,holdout,0,2,-3.4347132923070443
15m,holdout,9,2,15.110396228663497
15m,holdout,12,2,-3.351561608338959
15m,holdout,17,2,12.991243959546548
15m,holdout,4,3,5.078577878511545
15m,holdout,19,3,14.851980005305116
15m,holdout,2,4,-2.035813518556454
15m,holdout,9,4,-2.5888599961974266
15m,holdout,15,4,14.212250518640667
15m,holdout,18,4,-1.0324239084433922
15m,holdout,5,6,-3.8779049452622445
15m,holdout,17,5,13.937247476637966
15m,holdout,13,6,14.332835348068418
15m,holdout,17,6,14.214428721687408
15m,holdout,23,1,-0.32265085278015415
15m,holdout,15,2,-5.951505156608346
15m,holdout,22,6,1.767164786898831
15m,holdout,16,2,-3.807701078638998
15m,holdout,19,2,12.663801555381944
15m,holdout,13,3,4.3056380283737825
15m,holdout,16,5,-7.544506113090099
15m,holdout,18,6,-0.8150383206556662
15m,holdout,20,6,-1.6118922878023478
15m,holdout,13,0,12.064066480184835
15m,holdout,11,2,12.55478378562633
15m,holdout,0,3,-6.173588739783026
15m,holdout,1,3,-8.563864229902887
15m,holdout,13,3,-5.012640439891169
15m,holdout,22,3,-2.788808472969189
15m,holdout,2,4,-3.116723143475368
15m,holdout,6,4,-0.796359512814052
15m,holdout,11,4,-2.0315492899961516
15m,holdout,14,4,11.932895934261648
15m,holdout,19,4,12.163074184653931
15m,holdout,6,5,12.2016065206601
15m,holdout,9,5,3.0690791921492266
15m,holdout,16,5,-1.5639515050651553
15m,holdout,14,5,-3.9021528913004513
15m,holdout,14,0,12.180152426332892
15m,holdout,23,5,12.390262992062066
15m,holdout,0,6,-1.4316239061339973
15m,holdout,3,6,1.7418277257959338
15m,holdout,13,6,0.03086273526175154
15m,holdout,13,0,-1.371161863283672
15m,holdout,18,0,1.532233175715788
15m,holdout,0,1,-3.6995077190250294
15m,holdout,23,1,-4.537755622315857
15m,holdout,2,2,-2.493160250748224
15m,holdout,5,4,12.14766041694044
15m,holdout,13,3,-3.238164707759065
15m,holdout,17,3,12.26801723411656
15m,holdout,21,3,-3.18972938435807
15m,holdout,4,4,-0.7844041898192079
15m,holdout,0,5,11.732387582206439
15m,holdout,21,4,-2.6665784802640538
15m,holdout,4,5,-0.415445140011408
15m,holdout,5,5,-2.0721553900992022
15m,holdout,1,6,-5.826611819404527
15m,holdout,9,6,-3.939000917250713
15m,holdout,12,6,11.68169691830879
15m,holdout,21,6,11.820180605457548
15m,holdout,21,0,-6.590043579184734
15m,holdout,15,1,11.084122792916148
15m,holdout,19,1,11.1268296329825
15m,holdout,14,2,-1.7370900712688506
15m,holdout,22,2,9.442065555195503
15m,holdout,14,3,-6.42891861007333
15m,holdout,20,6,-4.069567089930244
15m,holdout,0,0,-1.0602402103168158
15m,holdout,9,0,3.601670183817658
15m,holdout,13,3,5.666724026182439
15m,holdout,10,3,5.143576054063799
15m,holdout,13,3,-6.688042221143252
15m,holdout,7,1,-2.8443861044879655
15m,holdout,16,1,2.9063952977323417
15m,holdout,15,2,-1.875180809177357
15m,holdout,0,3,-7.633224645046342
15m,holdout,9,3,-8.559141841023685
15m,holdout,7,3,-8.103760054635188
15m,holdout,15,3,10.754441660952018
15m,holdout,18,3,1.109641697867757
15m,holdout,4,4,3.411769755674058
15m,holdout,4,4,-20.548150501178405
15m,holdout,16,4,-1.0829811665937787
15m,holdout,19,4,9.01151370354995
15m,holdout,2,5,-1.2985961077566321
15m,holdout,9,5,9.242147264363734
15m,holdout,0,6,-11.506960092208445
15m,holdout,19,6,-2.799537977729202
15m,holdout,11,0,-2.1825439084281086
15m,holdout,13,0,-5.197340514018476
15m,holdout,17,0,10.28802143032627
15m,holdout,15,1,-1.6485331261531444
15m,holdout,4,2,-1.7157429823545367
15m,holdout,18,2,-2.551181462209018
15m,holdout,8,3,-1.0823023050043847
15m,holdout,0,4,-3.6710048162536166
15m,holdout,8,4,-2.2365478543171355
15m,holdout,21,5,9.242783456984583
15m,holdout,21,4,-1.9013762083505636
15m,holdout,15,5,2.8239010302327374
15m,holdout,7,6,-1.6628964353138902
15m,holdout,11,6,-1.936268918563667
15m,holdout,10,6,9.191237876364955
15m,holdout,2,0,9.389436223354377
15m,holdout,8,0,-0.6228127787022691
15m,holdout,18,2,8.180426067627906
15m,holdout,17,2,-5.706861745648237
15m,holdout,4,3,-1.7506480195807401
15m,holdout,11,4,-1.0618044518666414
15m,holdout,13,4,9.670930238243892
15m,holdout,14,4,-2.1896835558731014
15m,holdout,3,6,-0.6700792285698979
15m,holdout,5,6,-0.19154047968725507
15m,holdout,19,6,8.123276852194804
15m,holdout,0,1,0.35823179317231635
15m,holdout,18,1,9.221336254564783
15m,holdout,14,1,-1.11715525651621
15m,holdout,10,2,-4.733199642240333
15m,holdout,13,2,-4.286099429459828
15m,holdout,16,2,-24.15607441463374
15m,holdout,5,3,-1.361254014708995
15m,holdout,23,3,9.529315159181138
15m,holdout,23,4,-1.1128163819153294
30m,train,9,3,-0.9968346500969718
30m,train,17,2,1.130775509912853
30m,train,14,6,-6.900523996782214
30m,train,15,0,11.005646081732095
30m,train,10,1,-0.2978760054276724
30m,train,20,1,-3.4745862322502985
30m,train,23,2,-0.8540693968614809
30m,train,8,5,-3.81090182819482
30m,train,10,5,12.317083116926455
30m,train,9,3,2.37880473947066
30m,train,18,3,-3.852388915930552
30m,train,23,3,-20.18274309562055
30m,train,3,5,12.103826944830091
30m,train,18,4,2.6865706026137754
30m,train,18,6,7.200878805595834
30m,train,20,1,3.9245977019528757
30m,train,4,2,-0.24430376210398125
30m,train,17,2,-3.7866865807297887
30m,train,5,3,-5.810178650032555
30m,train,10,3,-3.161926890261207
30m,train,4,4,5.753537597666055
30m,train,15,5,-64.74345023412971
30m,train,7,5,-0.3332883808222322
30m,train,1,6,14.848841066736668
30m,train,22,5,-3.3913967563728127
30m,train,21,6,1.4147946313087505
30m,train,12,1,-5.702969259754778
30m,train,21,1,-1.0291948011938037
30m,train,8,2,16.209007372492295
30m,train,21,2,-3.7262711314875165
30m,train,4,0,14.629726077153204
30m,train,15,0,4.051295070361933
30m,train,10,2,-4.735267705160342
30m,train,17,2,-36.12358260101371
30m,train,18,6,20.089442746558326
30m,train,8,6,1.2099970987571311
30m,train,19,6,-3.2018025372383407
30m,train,12,0,-4.1914105022737616
30m,train,12,1,13.794058220421606
30m,train,1,4,-25.703790352146232
30m,train,3,4,1.3428317466632689
30m,train,14,4,15.228182015221556
30m,train,4,6,18.41372702259853
30m,train,10,0,-8.363492784165768
30m,train,5,3,20.389848166304404
30m,train,14,3,9.13038239566856
30m,train,13,4,12.271623074371867
30m,train,5,5,-9.203549750861107
30m,train,16,1,-1.8418509846685556
30m,train,20,1,8.18525808555918
30m,train,15,5,8.20598958167616
30m,train,16,6,2.0001112448773632
30m,train,6,0,-5.5032414819056354
30m,train,18,4,-17.717550202141176
30m,train,1,1,2.2698493641788904
30m,train,15,1,-0.9887138647839819
30m,train,14,2,3.198002580061381
30m,train,8,4,0.4100873651251612
30m,train,2,2,-6.276434743670164
30m,train,17,2,14.75083612519226
30m,train,10,4,4.226133744958999
30m,train,10,6,-0.36053139729196343
30m,train,15,1,18.300342626567925
30m,train,15,2,-0.500555980215742
30m,train,4,3,11.543673485934633
30m,train,3,0,15.960381701291663
30m,train,21,5,-6.087292992938513
30m,train,5,1,7.2577516440419005
30m,train,16,3,8.759279027329622
30m,train,13,5,5.850828803362978
30m,train,5,6,-15.05052949347196
30m,train,5,0,-3.809653135158779
30m,train,11,0,-3.771675483240353
30m,train,13,2,-2.079805433857902
30m,train,18,2,13.198189284728096
30m,train,15,5,6.924472704771626
30m,train,1,0,8.94067483896135
30m,train,2,2,-3.9653364080599447
30m,train,7,1,6.171971903758069
30m,train,19,1,10.197730022443807
30m,train,5,2,2.989053483517399
30m,train,12,2,-2.460020172621803
30m,train,14,1,12.271603520728089
30m,train,16,0,-0.9305667375429854
30m,train,23,0,0.12338017445324212
30m,train,20,0,12.147115569762107
30m,train,19,1,6.703890918026508
30m,train,21,1,1.2905337569606306
30m,train,2,3,0.5783581437328548
30m,train,7,3,-2.8088195254187043
30m,train,13,3,6.36835756229608
30m,train,9,5,2.259015568896525
30m,train,15,1,-2.4168755428077384
30m,train,23,1,10.955314250796897
30m,train,5,2,-3.21036493339526
30m,train,11,4,-0.6599184156478102
30m,train,8,5,-7.4904734538550155
30m,train,7,1,10.320866122722695
30m,train,16,1,-7.668827529668787
30m,train,6,2,9.97737735361282
30m,train,17,2,0.35530828537882475
30m,train,19,3,-3.1089086382149547
30m,train,4,4,8.692372268278149
30m,train,1,5,9.811493952504204
30m,train,12,6,9.401687002250178
30m,train,23,6,-3.344010864451474
30m,train,11,1,7.884578617359702
30m,train,23,1,8.556833665637381
30m,train,8,3,0.31674461919501623
30m,train,2,4,-7.2512975474691235
30m,train,6,5,-4.593850991613269
30m,train,11,0,6.6683546528850615
30m,train,15,6,1.016724480155316
30m,train,12,0,14.349564403677398
30m,train,22,2,0.07391273224253458
30m,train,14,3,-0.7032549518008218
30m,train,23,6,-4.626700789617484
30m,train,18,5,-0.56329132770866
30m,train,13,1,-6.505711125118746
30m,train,14,4,8.256603863045859
30m,train,8,6,-9.035988802789737
30m,train,8,1,9.524556083002784
30m,train,1,1,-7.472627863556415
30m,train,4,1,1.9365952257572943
30m,train,6,3,0.0786061357832668
30m,train,17,4,11.84731383650275
30m,train,5,6,-2.0947399048103135
30m,train,16,0,0.9759787562517409
30m,train,21,0,7.298658925612385
30m,train,1,3,-11.5470144445102
30m,train,11,5,6.164290953638959
30m,train,18,6,9.380220493334253
30m,train,11,0,1.3341830413804274
30m,train,13,2,10.737923045933604
30m,train,20,4,-0.9008703900918427
30m,train,13,6,-0.39124211431873857
30m,train,14,1,-0.7530889715254323
30m,train,0,2,10.040970415927225
30m,train,8,5,2.4485663564497364
30m,train,23,5,10.123826088980618
30m,train,16,5,10.14527140024807
30m,train,9,1,-1.8588964814200302
30m,train,21,6,-0.787992987469186
30m,train,19,2,10.399316102969848
30m,train,5,0,9.039129875346175
30m,train,15,0,-1.9618526939318135
30m,train,1,1,-4.914044653759779
30m,train,16,1,0.5308408440943893
30m,train,19,1,2.9198758761663224
30m,train,4,2,-1.699244017872164
30m,train,18,3,7.8667536947148236
30m,train,21,6,1.0389850722183838
30m,train,18,1,-0.08026389651513743
30m,train,23,1,2.6228201698482962
30m,train,12,3,-0.33456948936074654
30m,train,16,3,8.317059691183863
