tf,depth_frac,r_target,expiry_days,avg_pnl_holdout,avg_pnl_train,avg_pnl_validation,n_holdout,n_train,n_validation
2h,0.625,1.5,2.0,8.2629,3.691,5.4745,58,131,61
2h,0.575,2.5,0.5,9.05,3.6868,5.6763,58,133,63
2h,0.625,2.0,1.0,8.7528,3.6857,5.6412,58,131,61
2h,0.55,5.0,0.5,8.1329,3.6808,6.2971,58,133,64
2h,0.65,4.0,2.0,9.6638,3.6807,7.1449,57,130,61
2h,0.675,1.5,1.0,8.384,3.6792,5.5619,57,129,61
2h,0.525,1.5,1.5,8.4898,3.6755,5.4562,58,133,64
2h,0.6,3.0,0.75,9.7703,3.6705,6.4008,58,133,62
2h,0.5,1.5,0.5,7.2169,3.6702,4.696,58,135,64
2h,0.675,3.5,1.5,10.6044,3.6699,7.0308,57,129,61
2h,0.625,2.5,2.0,10.495,3.6679,6.0925,58,131,61
2h,0.6,1.5,0.5,7.4336,3.6676,5.3782,58,133,62
2h,0.675,4.5,1.5,9.26,3.6671,7.3354,57,129,61
2h,0.6,3.5,1.0,9.1456,3.6665,6.8515,58,133,62
2h,0.5,3.5,0.25,7.5034,3.664,4.2165,58,135,64
2h,0.675,1.5,1.5,8.545,3.6636,5.7888,57,129,61
2h,0.675,1.5,2.0,8.6467,3.6614,5.9292,57,129,61
2h,0.625,4.0,1.5,8.1956,3.6608,7.2734,58,131,61
2h,0.625,3.5,1.5,9.7122,3.6593,6.7643,58,131,61
2h,0.525,1.5,2.0,8.7897,3.6561,5.586,58,133,64
2h,0.65,3.5,1.0,11.1178,3.6555,6.8898,57,130,61
2h,0.625,4.5,2.0,8.8768,3.6547,7.6156,58,131,61
2h,0.675,4.0,1.5,9.6671,3.653,7.3765,57,129,61
2h,0.6,4.5,1.0,8.6995,3.6493,7.1302,58,133,62
2h,0.45,1.5,0.5,6.5211,3.649,5.0309,59,137,65
2h,0.55,1.5,1.5,8.2588,3.6483,5.9282,58,133,64
2h,0.625,3.0,1.5,9.5311,3.6474,6.325,58,131,61
2h,0.6,4.0,1.5,7.3326,3.644,7.2162,58,133,62
2h,0.625,5.0,2.0,8.6458,3.6368,7.9779,58,131,61
2h,0.65,4.5,1.5,8.7934,3.6345,7.1453,57,130,61
2h,0.6,5.0,2.0,8.4509,3.6323,8.2882,58,133,62
2h,0.675,2.5,1.5,10.3908,3.63,6.6035,57,129,61
2h,0.675,3.5,2.0,10.74,3.6284,7.1624,57,129,61
2h,0.625,2.0,1.5,9.176,3.6227,5.8251,58,131,61
2h,0.6,2.0,0.75,8.2906,3.6213,5.766,58,133,62
2h,0.55,2.0,1.0,9.1653,3.6206,5.6614,58,133,64
2h,0.55,1.5,2.0,8.2987,3.6198,6.0888,58,133,64
2h,0.7,5.0,2.0,9.1003,3.615,7.0238,56,128,59
2h,0.625,3.5,2.0,9.8368,3.6113,6.8649,58,131,61
2h,0.625,3.0,2.0,9.676,3.6109,6.4517,58,131,61
2h,0.6,1.5,0.75,7.7709,3.6098,5.746,58,133,62
2h,0.675,5.0,2.0,9.9421,3.6084,8.2645,57,129,61
2h,0.6,2.5,1.0,9.2923,3.6078,6.2228,58,133,62
2h,0.675,4.0,2.0,9.8161,3.6023,7.4426,57,129,61
2h,0.675,2.5,2.0,10.6905,3.6007,6.7277,57,129,61
2h,0.625,2.0,2.0,9.4894,3.5974,5.949,58,131,61
2h,0.6,1.5,1.0,8.025,3.5918,5.9785,58,133,62
2h,0.5,4.0,0.25,7.9395,3.5882,4.337,58,135,64
2h,0.6,1.5,2.0,8.0689,3.5877,6.4478,58,133,62
2h,0.6,1.5,1.5,8.045,3.585,6.2679,58,133,62
2h,0.55,3.5,0.75,8.1582,3.5845,6.6627,58,133,64
2h,0.575,3.5,0.75,8.6331,3.5832,6.9041,58,133,63
2h,0.575,1.5,0.5,7.7286,3.5764,5.3834,58,133,63
2h,0.575,2.0,0.5,8.1799,3.5746,5.5794,58,133,63
2h,0.675,4.5,2.0,9.3812,3.5714,7.4389,57,129,61
2h,0.6,4.0,2.0,7.4835,3.5708,7.4051,58,133,62
2h,0.625,4.0,2.0,8.3306,3.5708,7.4175,58,131,61
2h,0.65,3.5,1.5,10.3624,3.5623,7.0998,57,130,61
2h,0.55,2.5,0.75,9.6573,3.5583,5.8797,58,133,64
2h,0.525,3.5,0.75,7.2822,3.5572,6.1899,58,133,64
2h,0.6,2.5,1.5,9.6713,3.545,6.4318,58,133,62
2h,0.475,1.5,0.75,8.0403,3.5426,4.839,58,137,64
2h,0.5,3.5,0.5,7.3509,3.5421,5.5261,58,135,64
2h,0.65,4.5,2.0,8.912,3.5412,7.3206,57,130,61
2h,0.525,3.0,0.5,7.5973,3.5398,5.8737,58,133,64
2h,0.55,2.0,1.5,9.5885,3.5322,5.8564,58,133,64
2h,0.6,2.5,2.0,9.9604,3.5197,6.5704,58,133,62
2h,0.65,3.5,2.0,10.4846,3.5188,7.2257,57,130,61
2h,0.6,3.0,1.0,10.0919,3.5169,6.5899,58,133,62
2h,0.6,3.5,1.5,8.4199,3.5147,7.1287,58,133,62
2h,0.5,4.0,0.5,7.7555,3.5136,5.8866,58,135,64
2h,0.575,2.5,0.75,9.5434,3.5033,5.9044,58,133,63
2h,0.5,3.0,0.25,7.5034,3.5028,4.823,58,135,64
2h,0.5,1.5,0.75,7.5486,3.4938,4.8568,58,135,64
2h,0.575,3.0,0.5,8.9467,3.4922,5.9756,58,133,63
2h,0.55,2.0,2.0,9.903,3.4916,5.9875,58,133,64
2h,0.475,5.0,0.25,7.915,3.4882,4.6115,58,137,64
2h,0.525,2.5,0.75,9.5497,3.4822,5.656,58,133,64
2h,0.6,2.0,1.0,8.5779,3.4786,5.9023,58,133,62
2h,0.45,1.5,0.75,6.8817,3.4725,5.1515,59,137,65
2h,0.6,4.5,1.5,8.3251,3.4725,7.6562,58,133,62
2h,0.6,3.0,1.5,9.3447,3.4523,6.8308,58,133,62
2h,0.55,4.5,0.75,7.7006,3.4418,6.7566,58,133,64
2h,0.6,3.5,2.0,8.5781,3.4393,7.2798,58,133,62
2h,0.55,3.5,1.0,8.4416,3.4364,6.8764,58,133,64
2h,0.6,2.0,1.5,8.9972,3.428,6.1225,58,133,62
2h,0.575,3.5,1.0,8.9798,3.4264,7.1403,58,133,63
2h,0.6,3.0,2.0,9.4899,3.4253,6.9816,58,133,62
2h,0.525,5.0,0.75,6.3613,3.4204,6.8917,58,133,64
2h,0.4,5.0,0.25,3.6165,3.4167,5.4958,61,138,65
2h,0.6,2.0,2.0,9.3084,3.4098,6.2693,58,133,62
2h,0.575,2.0,0.75,8.5274,3.4026,5.8074,58,133,63
2h,0.575,1.5,0.75,8.1182,3.3992,5.7254,58,133,63
2h,0.55,3.0,0.5,8.9601,3.3918,5.882,58,133,64
2h,0.45,5.0,0.25,6.6253,3.3907,4.6013,59,137,65
2h,0.525,3.5,1.0,7.6917,3.3903,6.4849,58,133,64
2h,0.475,1.5,1.0,8.2977,3.3821,4.9447,58,137,64
2h,0.425,5.0,0.25,4.8502,3.3816,5.3074,61,137,65
2h,0.55,2.5,1.0,9.986,3.3807,6.0025,58,133,64
2h,0.575,4.0,0.75,7.587,3.376,6.5057,58,133,63
2h,0.6,4.5,2.0,8.6833,3.3677,8.039,58,133,62
2h,0.575,4.5,0.75,7.872,3.366,6.9951,58,133,63
2h,0.4,5.0,0.5,3.801,3.3579,6.5075,61,138,65
2h,0.55,4.5,1.0,8.2049,3.3574,7.1448,58,133,64
2h,0.575,1.5,1.0,8.402,3.3464,5.9432,58,133,63
2h,0.5,4.5,0.5,7.7792,3.3431,6.0564,58,135,64
2h,0.5,2.0,0.25,7.2938,3.3421,4.1332,58,135,64
2h,0.4,1.5,0.25,4.0771,3.3407,4.5928,61,138,65
2h,0.575,2.5,1.0,9.7431,3.337,6.0413,58,133,63
2h,0.525,5.0,1.0,6.7802,3.3344,7.3288,58,133,64
2h,0.4,4.5,0.25,4.6004,3.3318,5.3996,61,138,65
2h,0.5,2.5,0.25,7.4596,3.3317,4.4449,58,135,64
2h,0.5,1.5,1.0,7.8037,3.3301,4.9673,58,135,64
2h,0.5,5.0,0.75,6.076,3.3299,7.061,58,135,64
2h,0.475,5.0,0.5,7.8515,3.3294,6.3333,58,137,64
2h,0.525,2.5,1.0,9.8637,3.3126,5.7684,58,133,64
2h,0.475,1.5,1.5,8.6856,3.3109,5.1224,58,137,64
2h,0.45,1.5,1.0,7.1525,3.3104,5.2538,59,137,65
2h,0.575,1.5,1.5,8.448,3.3069,6.2155,58,133,63
2h,0.55,2.5,1.5,9.2119,3.2978,6.198,58,133,64
2h,0.575,1.5,2.0,8.4913,3.2923,6.3852,58,133,63
2h,0.45,4.5,0.25,6.6253,3.2903,4.6736,59,137,65
2h,0.525,3.0,0.75,8.3647,3.2859,6.1565,58,133,64
2h,0.475,1.5,2.0,8.9797,3.2792,5.2427,58,137,64
2h,0.425,4.5,0.25,4.8128,3.2762,5.5282,61,137,65
2h,0.55,3.5,1.5,7.6235,3.2749,7.1237,58,133,64
2h,0.575,4.5,1.0,8.3759,3.2699,7.4072,58,133,63
2h,0.575,4.0,1.0,8.0041,3.2688,6.8461,58,133,63
2h,0.55,2.5,2.0,9.3686,3.2615,6.3269,58,133,64
2h,0.575,2.5,1.5,10.0642,3.2608,6.2555,58,133,63
2h,0.5,1.5,1.5,8.1885,3.2574,5.1519,58,135,64
2h,0.575,3.5,1.5,8.2313,3.2564,7.4151,58,133,63
2h,0.4,4.5,0.5,4.7063,3.2447,6.3737,61,138,65
2h,0.575,2.0,1.0,8.7865,3.2427,5.9354,58,133,63
2h,0.525,2.5,1.5,9.0571,3.241,5.9509,58,133,64
2h,0.525,4.0,0.75,7.6786,3.2403,6.7352,58,133,64
2h,0.575,3.0,0.75,9.5373,3.2399,6.4202,58,133,63
2h,0.425,5.0,0.5,4.956,3.2392,6.2104,61,137,65
2h,0.425,1.5,0.25,4.0818,3.238,4.7395,61,137,65
2h,0.45,1.5,1.5,7.5547,3.2368,5.4257,59,137,65
2h,0.475,4.5,0.25,7.9104,3.2315,4.402,58,137,64
2h,0.575,2.5,2.0,10.3226,3.2275,6.3958,58,133,63
2h,0.5,1.5,2.0,8.4805,3.2249,5.2767,58,135,64
2h,0.45,5.0,0.5,6.6387,3.224,5.6093,59,137,65
2h,0.5,5.0,1.0,6.4889,3.223,7.5528,58,135,64
2h,0.5,2.5,0.5,8.4703,3.2174,5.4354,58,135,64
2h,0.525,3.5,1.5,7.0104,3.2166,6.8724,58,133,64
2h,0.55,4.0,0.75,7.7932,3.2118,6.5849,58,133,64
2h,0.525,2.5,2.0,9.2092,3.211,6.0723,58,133,64
2h,0.55,4.5,1.5,7.7511,3.2092,7.6428,58,133,64
2h,0.45,1.5,2.0,7.8558,3.2034,5.5427,59,137,65
2h,0.4,1.5,0.5,5.4793,3.1991,5.3747,61,138,65
2h,0.55,3.5,2.0,7.7611,3.198,7.2591,58,133,64
2h,0.5,3.0,0.5,7.344,3.1958,6.1305,58,135,64
2h,0.575,5.0,0.75,7.8788,3.1905,7.1535,58,133,63
2h,0.575,2.0,1.5,9.1746,3.1736,6.1441,58,133,63
2h,0.575,3.5,2.0,8.3901,3.1724,7.5673,58,133,63
2h,0.5,2.0,0.5,8.0607,3.1719,4.9665,58,135,64
2h,0.525,5.0,1.5,6.2103,3.1628,7.5918,58,133,64
2h,0.575,4.0,1.5,7.3669,3.1528,7.2823,58,133,63
2h,0.575,2.0,2.0,9.4683,3.1444,6.2837,58,133,63
2h,0.55,5.0,0.75,7.7074,3.1421,6.9198,58,133,64
2h,0.525,3.5,2.0,7.2328,3.1379,7.0947,58,133,64
2h,0.55,3.0,0.75,9.6831,3.1364,6.2425,58,133,64
2h,0.525,4.5,0.75,7.5829,3.1288,6.7064,58,133,64
2h,0.55,4.5,2.0,8.0784,3.1267,8.002,58,133,64
2h,0.525,3.0,1.0,8.6895,3.1254,6.3478,58,133,64
2h,0.575,4.5,1.5,7.941,3.1142,7.9344,58,133,63
2h,0.575,5.0,1.0,8.3733,3.1041,7.5921,58,133,63
2h,0.475,4.0,0.25,7.9438,3.1001,4.2028,58,137,64
2h,0.525,4.0,1.0,8.2375,3.0968,7.1134,58,133,64
2h,0.4,4.0,0.25,4.535,3.0947,5.2239,61,138,65
2h,0.4,1.5,0.75,5.8425,3.0906,5.5004,61,138,65
2h,0.55,4.0,1.0,8.3629,3.088,6.9468,58,133,64
2h,0.55,5.0,1.0,8.2023,3.0808,7.3658,58,133,64
2h,0.525,5.0,2.0,6.4751,3.067,7.8328,58,133,64
2h,0.575,4.0,2.0,7.5881,3.0644,7.5355,58,133,63
2h,0.575,3.0,1.0,9.8429,3.0614,6.654,58,133,63
2h,0.575,4.5,2.0,8.2747,3.0264,8.3121,58,133,63
2h,0.5,5.0,1.5,5.8918,3.0254,7.8556,58,135,64
2h,0.425,1.5,0.5,5.4237,3.0169,5.5304,61,137,65
2h,0.525,4.5,1.0,8.0773,3.0106,7.08,58,133,64
2h,0.5,2.0,0.75,8.3137,3.0078,5.1856,58,135,64
2h,0.4,1.5,2.0,6.8276,2.9912,5.8621,61,138,65
2h,0.45,4.5,0.5,6.6387,2.983,5.5705,59,137,65
2h,0.4,1.5,1.0,6.1173,2.9806,5.6023,61,138,65
2h,0.4,1.5,1.5,6.5245,2.9776,5.759,61,138,65
2h,0.45,4.0,0.25,6.6551,2.9727,4.5173,59,137,65
2h,0.575,3.0,1.5,9.0601,2.9699,6.8737,58,133,63
2h,0.425,4.5,0.5,4.9205,2.9686,6.5268,61,137,65
2h,0.575,5.0,1.5,7.9278,2.9645,8.1214,58,133,63
2h,0.55,5.0,1.5,7.7378,2.957,7.6398,58,133,64
2h,0.425,4.0,0.25,4.8429,2.9557,5.1979,61,137,65
2h,0.475,3.5,0.25,7.6305,2.9551,4.0807,58,137,64
2h,0.525,3.0,1.5,7.8854,2.9549,6.5687,58,133,64
2h,0.55,3.0,1.0,9.9793,2.9546,6.4467,58,133,64
2h,0.525,4.0,1.5,7.794,2.9506,7.6083,58,133,64
2h,0.55,4.0,1.5,7.9493,2.9492,7.4255,58,133,64
2h,0.5,2.5,0.75,9.0006,2.9424,5.7978,58,135,64
2h,0.575,3.0,2.0,9.1983,2.9271,7.0032,58,133,63
2h,0.5,5.0,2.0,6.1456,2.9172,8.1202,58,135,64
2h,0.475,3.0,0.25,7.645,2.9125,4.63,58,137,64
2h,0.45,3.0,0.25,6.3609,2.9073,4.8964,59,137,65
2h,0.4,3.5,0.25,4.5168,2.8943,5.0131,61,138,65
2h,0.475,3.5,0.5,8.5842,2.8927,5.5832,58,137,64
2h,0.4,3.0,0.25,4.3305,2.8915,4.8293,61,138,65
2h,0.575,5.0,2.0,8.2553,2.8896,8.4978,58,133,63
2h,0.475,4.5,0.5,8.829,2.8895,5.9782,58,137,64
2h,0.55,5.0,2.0,8.059,2.8893,7.8895,58,133,64
2h,0.4,5.0,0.75,3.3905,2.8823,6.9535,61,138,65
2h,0.4,5.0,1.0,3.806,2.8796,7.4308,61,138,65
2h,0.4,5.0,1.5,3.14,2.8778,7.8123,61,138,65
2h,0.525,3.0,2.0,8.0403,2.877,6.6868,58,133,64
2h,0.5,3.0,0.75,8.1016,2.8666,6.4193,58,135,64
2h,0.4,4.0,0.5,4.6839,2.8638,6.0286,61,138,65
2h,0.4,5.0,2.0,3.3381,2.863,8.0782,61,138,65
2h,0.55,3.0,1.5,9.1524,2.86,6.6229,58,133,64
2h,0.425,1.5,0.75,5.8383,2.8556,5.6161,61,137,65
2h,0.4,3.0,0.5,5.4482,2.8539,5.6058,61,138,65
2h,0.525,4.0,2.0,8.1269,2.8524,7.9678,58,133,64
2h,0.5,2.0,1.0,8.528,2.8516,5.3227,58,135,64
2h,0.45,3.5,0.25,6.3459,2.8505,4.4675,59,137,65
2h,0.55,4.0,2.0,8.294,2.8498,7.7781,58,133,64
2h,0.5,4.0,0.75,7.3095,2.8489,6.4189,58,135,64
2h,0.425,3.5,0.25,4.5428,2.8454,5.1473,61,137,65
2h,0.5,3.5,0.75,7.0112,2.8393,5.9189,58,135,64
2h,0.425,3.0,0.25,4.5428,2.8328,5.5768,61,137,65
2h,0.525,4.5,1.5,7.5943,2.8223,7.5404,58,133,64
2h,0.475,5.0,0.75,7.2635,2.8149,6.9435,58,137,64
2h,0.55,3.0,2.0,9.2779,2.8149,6.7247,58,133,64
2h,0.475,2.5,0.25,7.645,2.8096,4.3955,58,137,64
2h,0.35,5.0,0.5,3.7824,2.7947,6.9372,62,141,65
2h,0.425,3.5,0.5,5.6473,2.7878,5.9915,61,137,65
2h,0.5,2.0,1.5,8.8701,2.7878,5.5274,58,135,64
2h,0.4,4.5,1.0,4.6783,2.7851,7.2061,61,138,65
2h,0.4,4.5,0.75,4.2599,2.7832,6.8097,61,138,65
2h,0.45,3.5,0.5,7.3745,2.7801,5.378,59,137,65
2h,0.325,5.0,0.5,3.3866,2.779,6.7871,63,141,65
2h,0.375,5.0,0.5,3.6681,2.7779,6.5682,61,139,65
2h,0.475,5.0,1.0,7.6469,2.7645,7.4273,58,137,64
2h,0.5,2.5,1.0,9.2745,2.764,6.0033,58,135,64
2h,0.5,2.0,2.0,9.1389,2.7606,5.6599,58,135,64
2h,0.375,5.0,0.25,3.4551,2.7374,5.3746,61,139,65
2h,0.4,4.5,1.5,4.0568,2.7367,7.3598,61,138,65
2h,0.45,3.0,0.5,7.4394,2.7258,6.2699,59,137,65
2h,0.525,4.5,2.0,7.91,2.7246,7.8774,58,133,64
2h,0.475,3.0,0.5,8.6491,2.719,5.9014,58,137,64
2h,0.4,4.5,2.0,4.2828,2.7106,7.5589,61,138,65
2h,0.5,4.0,1.0,7.7958,2.708,6.7757,58,135,64
2h,0.425,5.0,0.75,4.5227,2.707,6.5958,61,137,65
2h,0.5,4.5,0.75,7.3163,2.7053,6.5852,58,135,64
2h,0.45,5.0,0.75,6.1086,2.7046,6.1405,59,137,65
2h,0.425,1.5,1.0,6.1394,2.7036,5.6942,61,137,65
2h,0.4,2.5,0.25,4.3467,2.7023,5.3371,61,138,65
2h,0.425,3.0,0.5,5.6473,2.6912,6.1003,61,137,65
2h,0.475,2.0,0.25,7.374,2.6864,3.9899,58,137,64
2h,0.5,3.0,1.0,8.4121,2.685,6.6088,58,135,64
2h,0.375,4.5,0.25,5.1681,2.6811,4.9905,61,139,65
2h,0.5,2.5,1.5,8.405,2.6809,6.1718,58,135,64
2h,0.45,2.0,0.25,6.2691,2.6773,4.3133,59,137,65
2h,0.5,3.5,1.0,7.4104,2.6669,6.2082,58,135,64
2h,0.475,4.0,0.5,8.9843,2.6654,5.7592,58,137,64
2h,0.45,5.0,1.0,6.5094,2.6652,6.5812,59,137,65
2h,0.425,5.0,1.0,4.9304,2.6603,7.0156,61,137,65
2h,0.35,5.0,0.25,3.4005,2.659,5.569,62,141,65
2h,0.4,2.0,0.25,4.3911,2.6566,4.82,61,138,65
2h,0.5,2.5,2.0,8.5345,2.6439,6.2687,58,135,64
2h,0.425,1.5,1.5,6.5747,2.6425,5.8312,61,137,65
2h,0.375,5.0,2.0,3.0955,2.6403,7.9428,61,139,65
2h,0.425,2.0,0.25,4.4771,2.6358,4.965,61,137,65
2h,0.475,2.0,0.5,8.3741,2.6329,4.8578,58,137,64
2h,0.475,5.0,1.5,6.9899,2.6234,7.7096,58,137,64
2h,0.325,5.0,1.0,3.5853,2.6231,7.7962,63,141,65
2h,0.4,2.0,0.5,5.567,2.6215,5.6691,61,138,65
2h,0.45,5.0,1.5,5.8709,2.6192,6.8316,59,137,65
2h,0.425,1.5,2.0,6.8935,2.6169,5.9254,61,137,65
2h,0.45,2.0,0.5,7.6336,2.607,5.2461,59,137,65
2h,0.35,4.5,0.25,5.1371,2.6035,4.9437,62,141,65
2h,0.375,5.0,1.5,2.923,2.6028,7.6993,61,139,65
2h,0.425,5.0,1.5,4.2748,2.6008,7.3323,61,137,65
2h,0.375,1.5,0.25,4.6581,2.5999,4.4446,61,139,65
2h,0.45,5.0,2.0,6.0972,2.5998,7.04,59,137,65
2h,0.4,3.5,0.5,5.7999,2.5971,5.8337,61,138,65
2h,0.375,4.5,0.5,5.2028,2.5894,5.8664,61,139,65
2h,0.425,4.0,0.5,6.0295,2.5853,6.0724,61,137,65
2h,0.5,4.5,1.0,7.7931,2.5833,7.002,58,135,64
2h,0.35,5.0,2.0,3.4212,2.5809,8.6862,62,141,65
2h,0.45,2.5,0.25,6.3609,2.5795,4.6604,59,137,65
2h,0.45,4.0,0.5,7.7688,2.5792,5.4578,59,137,65
2h,0.325,5.0,0.25,3.0361,2.5756,5.5124,63,141,65
2h,0.425,2.5,0.25,4.5581,2.5735,5.3199,61,137,65
2h,0.5,4.0,1.5,7.2835,2.5599,7.2436,58,135,64
2h,0.3,5.0,0.5,2.7278,2.5458,7.1794,63,141,66
2h,0.475,2.5,0.5,8.6172,2.5422,5.4102,58,137,64
2h,0.425,5.0,2.0,4.4735,2.5373,7.5547,61,137,65
2h,0.35,4.0,0.25,5.0355,2.532,5.0761,62,141,65
2h,0.425,2.0,0.5,5.9198,2.5309,5.7913,61,137,65
2h,0.325,4.5,0.5,3.9109,2.5301,5.7892,63,141,65
2h,0.375,1.5,0.5,6.007,2.5256,5.2098,61,139,65
2h,0.475,5.0,2.0,7.2111,2.5236,7.9677,58,137,64
2h,0.35,5.0,1.5,3.2516,2.5213,8.3822,62,141,65
2h,0.4,2.5,0.5,5.5521,2.5144,6.6383,61,138,65
2h,0.35,1.5,0.25,4.5152,2.5128,4.3811,62,141,65
2h,0.325,4.5,0.25,3.7423,2.5115,5.037,63,141,65
2h,0.35,4.5,0.5,5.2504,2.5085,5.7838,62,141,65
2h,0.375,5.0,1.0,3.6368,2.4959,7.3682,61,139,65
2h,0.35,1.5,0.5,5.487,2.4938,5.1541,62,141,65
2h,0.5,3.0,1.5,7.5749,2.491,6.8316,58,135,64
2h,0.375,4.0,0.25,5.1026,2.4903,5.1225,61,139,65
2h,0.5,3.5,1.5,6.6986,2.4834,6.6138,58,135,64
2h,0.325,5.0,0.75,3.1208,2.4637,7.2789,63,141,65
2h,0.3,4.5,2.0,2.8993,2.4627,8.4472,63,141,66
2h,0.45,3.0,0.75,7.0841,2.4623,6.652,59,137,65
2h,0.5,4.0,2.0,7.587,2.4622,7.5864,58,135,64
2h,0.325,5.0,2.0,3.0376,2.4612,8.5094,63,141,65
2h,0.475,3.0,0.75,9.0149,2.4535,6.1584,58,137,64
2h,0.3,5.0,0.25,3.0112,2.445,5.6944,63,141,66
2h,0.325,5.0,1.5,2.877,2.4437,8.2037,63,141,65
2h,0.45,4.5,0.75,6.1086,2.4356,6.0164,59,137,65
2h,0.375,1.5,0.75,6.3252,2.4315,5.3332,61,139,65
2h,0.3,4.5,0.5,2.6281,2.4258,6.395,63,141,66
2h,0.425,4.5,0.75,4.4604,2.424,6.9612,61,137,65
2h,0.3,4.5,1.5,2.7107,2.4188,8.0312,63,141,66
2h,0.4,2.0,0.75,6.1602,2.4112,5.8738,61,138,65
2h,0.375,5.0,0.75,3.2411,2.41,6.9322,61,139,65
2h,0.35,5.0,1.0,3.9515,2.4051,7.9595,62,141,65
2h,0.3,4.5,1.0,2.3248,2.4049,7.5186,63,141,66
2h,0.5,3.0,2.0,7.7248,2.4026,6.9524,58,135,64
2h,0.475,2.0,0.75,8.6948,2.4018,5.0387,58,137,64
2h,0.5,3.5,2.0,6.9164,2.4,6.9263,58,135,64
2h,0.425,4.5,1.0,4.8745,2.3933,7.3591,61,137,65
2h,0.5,4.5,1.5,7.2702,2.3853,7.2305,58,135,64
2h,0.325,4.0,0.25,4.7249,2.3835,5.2672,63,141,65
2h,0.325,4.5,1.0,4.0195,2.3798,6.5978,63,141,65
2h,0.4,4.0,0.75,4.2536,2.3741,6.4349,61,138,65
2h,0.45,4.5,1.0,6.5094,2.3711,6.4073,59,137,65
2h,0.3,5.0,1.0,2.494,2.3707,8.3625,63,141,66
2h,0.3,4.5,0.25,2.9867,2.3638,5.2234,63,141,66
2h,0.375,1.5,2.0,7.222,2.3573,5.6806,61,139,65
2h,0.4,4.0,1.0,4.6809,2.3561,6.7873,61,138,65
2h,0.45,2.0,0.75,8.2777,2.354,5.3748,59,137,65
2h,0.475,4.5,0.75,8.3113,2.3395,6.4904,58,137,64
2h,0.375,1.5,1.5,6.9418,2.3381,5.5814,61,139,65
2h,0.4,2.5,0.75,6.2975,2.3374,6.8424,61,138,65
2h,0.375,1.5,1.0,6.5712,2.3311,5.4309,61,139,65
2h,0.35,5.0,0.75,3.5041,2.3283,7.4372,62,141,65
2h,0.425,3.0,0.75,5.3345,2.3162,6.3706,61,137,65
2h,0.45,3.0,1.0,7.4477,2.3122,6.9431,59,137,65
2h,0.45,2.5,0.5,7.4198,2.3091,5.8449,59,137,65
2h,0.35,1.5,0.75,5.7596,2.3086,5.2533,62,141,65
2h,0.475,3.0,1.0,9.2168,2.3086,6.3364,58,137,64
2h,0.325,4.5,1.5,3.2971,2.2991,6.8949,63,141,65
2h,0.35,4.0,0.5,5.1938,2.2961,5.9251,62,141,65
2h,0.425,2.5,0.5,5.7035,2.293,6.6277,61,137,65
2h,0.4,2.0,1.0,6.4711,2.2889,6.0021,61,138,65
2h,0.4,2.0,2.0,5.8055,2.2888,6.2085,61,138,65
2h,0.375,3.5,0.25,5.2009,2.2881,4.8777,61,139,65
2h,0.5,4.5,2.0,7.5676,2.2832,7.4658,58,135,64
2h,0.4,2.0,1.5,5.635,2.278,6.1309,61,138,65
2h,0.475,2.5,0.75,9.3186,2.2772,5.7541,58,137,64
2h,0.375,3.0,0.25,4.8985,2.2741,4.7575,61,139,65
2h,0.475,4.5,1.0,8.743,2.2714,6.9019,58,137,64
2h,0.425,2.0,0.75,6.5781,2.2673,5.8534,61,137,65
2h,0.325,4.5,2.0,3.4534,2.2636,7.1323,63,141,65
2h,0.325,4.5,0.75,3.5768,2.2618,6.1655,63,141,65
2h,0.4,4.0,1.5,4.0695,2.261,6.9003,61,138,65
2h,0.375,4.0,0.5,5.1804,2.2605,6.006,61,139,65
2h,0.425,4.5,1.5,4.2679,2.2555,7.5268,61,137,65
2h,0.475,2.0,1.0,8.9345,2.2486,5.1628,58,137,64
2h,0.475,3.5,0.75,8.1967,2.2455,6.0884,58,137,64
2h,0.4,3.0,0.75,5.147,2.2438,6.0179,61,138,65
2h,0.4,2.5,1.0,6.5717,2.2416,6.9979,61,138,65
2h,0.3,5.0,2.0,3.095,2.2359,9.3722,63,141,66
2h,0.375,3.0,0.5,5.9597,2.2322,5.4659,61,139,65
2h,0.4,4.0,2.0,4.3014,2.2254,7.0878,61,138,65
2h,0.3,4.0,0.25,4.6944,2.2232,5.4524,63,141,66
2h,0.3,4.5,0.75,2.0346,2.2197,6.9445,63,141,66
2h,0.35,3.0,0.25,4.8349,2.2175,4.7695,62,141,65
2h,0.35,1.5,2.0,6.5964,2.2157,5.5625,62,141,65
2h,0.35,3.5,0.25,5.1335,2.2124,4.8733,62,141,65
2h,0.45,4.5,1.5,5.8709,2.2106,6.588,59,137,65
2h,0.3,5.0,0.75,2.1879,2.2099,7.7538,63,141,66
2h,0.35,3.0,0.5,5.9721,2.204,5.5116,62,141,65
2h,0.35,1.5,1.5,6.336,2.1991,5.472,62,141,65
2h,0.35,1.5,1.0,5.9975,2.199,5.3374,62,141,65
2h,0.45,2.0,1.0,8.6147,2.1928,5.4811,59,137,65
2h,0.475,2.0,1.5,9.3016,2.1926,5.3526,58,137,64
2h,0.3,5.0,1.5,2.8977,2.1901,8.9247,63,141,66
2h,0.325,4.0,0.5,4.806,2.1869,6.114,63,141,65
2h,0.425,4.5,2.0,4.4978,2.18,7.7283,61,137,65
